date,type,status,body
06/22/2023,Billing Issues,UnansweredMore info,"On June 21, 2023, a family member tried to call me, and by the time I entered all the credit card info and the automated messages stopped there was no one on the line; I was charged $6.74 and did not get to exchange a single word. I tried using an account I created years ago that but received a message saying the account didn't exist. Then tried creating a new account only to receive a message saying that I had to call an 800 number. I called the 800 number but there was only a limited automated help system (that did not address my issue) and no option to speak with a person. I tried searching for other numbers to call to speak with a person but there were none in which speaking with a person was an option.  A few hours later, my family member tried calling me again, and again I entered all the info, yet was unable to speak with him, and again I was charged $6.74. I called the facility to find that the only way I can speak with my brother is if I have a Securus account.Then I decided to try creating an account again with the same results as prior - I even tried resetting the old account and received a message saying there were technical difficulties. The chat system is woefully inadequate for any type of troubleshooting - tried that too.If I do not hear from someone tomorrow about a refund of $13.48 and some assistance with my issue, I will simply do a charge-back, and then put all my energy into lobbying the County to use a different vendor - it shouldn't be that difficult after I show them the BBB results and the information on other vendors that I found. In the meantime, there is no way for me to speak with my family member; this is truly insane."
06/22/2023,Product Issues,UnansweredMore info,"My loved one purchased over ***** songs and 18 games on their tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up for music and $6.99 per game and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, all of the songs and games are gone from his tablet (from individual purchase and from albums). Several help tickets (#CCI-02805218 filed 5/22/23; #CCI-02692706 filed 3/4/23) have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 4).  I believe it is time for Securus Tech to refund the monies paid to his ***************** Account for the songs and games they cannot seem to load back on his tablet. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a full refund onto his ***************** Account"
06/21/2023,Product Issues,UnansweredMore info,"My loved one has paid for media (songs, movies ) that is missing. We have paid for this and should be given back. Taking and taking from people who work hard to help our loved ones through a tough time is not ok."
06/21/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of (# not available) but his tickets have been submitted so JPay knows) songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $ (do not know stats as $ were spent from money I provided). Some were purchased as individual songs, and others as part of an entire album of which any moved to the new table are unrecognizable as album covers were not transferred and many songs from albums are still missing. Since Securus Technologies has taken over as the provider of tablet services, over 70 or more of those songs (some from individual purchase and some from albums) are missing. This also applies to games purchased and not received. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"" or they were dismissed without addressing. It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs and games they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. Some actually say available for download but they do not download. For clarification, this is a service PAID for and provided to people incarcerated in ******* ***. The contract is available on the *** site any time you decide to look at it and is specific."
06/21/2023,Billing Issues,UnansweredMore info,See  attached.
06/15/2023,Product Issues,UnansweredMore info,"Securus Technologies agreed to make available to incarcerated individuals all previously purchased and received content, specifically music in this case, from JPAY, the previous vendor. Securus is required under the Service Level Agreement to provide me with the music content or just compensation for the loss of music content. I submitted Trouble Tickets on 4/19/2023 and 5/02/2023 to Securus, but received only general statements that Securus is aware of the issues and the development team is working on a solution. They then closed the Trouble Tickets on 4/24/2023 and on 5/18/2023 in response to my Trouble Tickets.Customer Trouble Tickets can be closed only when the customer has explicitly agreed the issue has been resolved or the customer was provided with a resolution and has not responded in 5 business days. Tickets cannot be closed before they are fully resolved. Neither was I provided with an opportunity to reply to their responses nor did I indicate in any way that the issue was resolved.At an average of $2.16 for each of the ***** songs I purchased, Securus must compensate me $4,536.00 and provide me with ***** song credits."
06/12/2023,Service or Repair Issues,UnansweredMore info,"I have purchased stamps for me and my loved one to use to send emails, but because he can't use his tablet (and no one has responded to my many complaints) much of our correspondence has been short (because they're only allowed 15 at a kiosk), full of typographical errors (because the kiosk keyboards don't work properly) and with the main focus being how upset everyone is about Securus' lack of service. Everyone in my loved one's dorm (and in the facility as a whole) are sick and tired of not being able to use their tablets for ANYTHING for the last several months. #NotSecureWithSecurus"
06/12/2023,Service or Repair Issues,UnansweredMore info,Video call purchase network issues still charging me today
06/08/2023,Billing Issues,UnansweredMore info,"I tried to have a video visit.  I joined the session about 20 minutes prior to the scheduled visit.  I tested my computer before ***************** was in order.  When my visit was to start a pop up came up & said to download new software.  I did, then I sat and waited for my visit to begin.  It kept saying the other party didnt *********** the other party got the same message stating that I hadnt joined.  I have reached out to ***************************** and havent received a reply."
06/08/2023,Service or Repair Issues,UnansweredMore info,"In my loved ones words: 3/20/23 was the date that Tomoka Correctional Institution distributed the new tablets. There was NEVER any Memo Posted or Announcement made concerning the games we previously purchased that would not be compatible with the new platform. I Did not learn about the two options being given regarding the 1) Replacement Games or 2) Refund Credits Until I actually got my tablet and saw the notice in the viewer app. There was no way of knowing what games would or wouldn't be compatible on the new platform until I actually got to see the notice when I received my new device. As soon as I learned about Options 1 and 2 I began writing trouble tickets immediately. 3/20/23 CCI-********, 3/31/23 CCI-********, 4/12/23 CCI-********, 4/25/23 CCI-********, 5/19/23 CCI-********, and 5/28/23 CCI-******** are the trouble ticket Reference Numbers.I want a media account credit for the total of $***** to cover the cost of the 7 games I previously purchased that have been taken from me.Pool Pro **** / Ms *** Man **** / Galaxy Shooter **** / Chess **** / 4 in 1 Solitare ***** / Jydge **** / Dream Cage 26 ****/ Total ***** /In all of my efforts at getting refunded, I am being told that I cannot receive a refund due to the fact I didn't respond, within 30 days, to an Announcement that was given on 12/9/22. There was never any announcement given at my institution nor was a Memo ever posted. I had no way of knowing about the situation until I received my new device and saw the notice on the viewer app. I started the trouble ticket process as soon as I became aware. Yet they are refusing to ***** me a refund for my games."
06/07/2023,Product Issues,UnansweredMore info,"I have reached out to JPAY several times in regards to an album purchased: **** ***** Championship Album. It was removed from my music library and I have been given the run around for the last four months from JPAY the child company of Securus Technologies. I have asked for the album to be returned to my digital library or to be refunded for the purchase cost. To date, I have not received resolution in this matter. I would like my album back but if that is not possible, I would like to be refunded the purchase price so that I can purchase something else."
06/07/2023,Service or Repair Issues,UnansweredMore info,"Per protocol, Securus Technologies is supposed to refund inmates their phone account funds through a release card once an inmate is released. Securus did not refund my brother, *********************************** TDCJ #********, his money. When he attempted to address this issue, he was told they returned the funds to a woman named ****** *************). ****** is not married to ********, and these fund should be reversed from her account and be provided to ********. I attempted to address this issue with ****** and she was very rude and refused to transfer me to her supervisor. When asked to be transferred to her supervisor, she said ""I don't have a supervisor"". ****** also refused to provide her last name and her employee number four times. This called occurred with me, *************************** ************ at 11:11am."
06/05/2023,Product Issues,UnansweredMore info,This company is charging me the price they would charge for a full 15 minute phone call and the phone call was only for one second I am furious and feel that I'm being ripped off and there is no one to call to ask why.
06/05/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC. See contract when you click here **************************************************************************************************************************************************************************"
06/02/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of 600 songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over 50 of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC"
06/01/2023,Service or Repair Issues,UnansweredMore info,I have a friend that's incarcerated at the ***************** in ********** *****. The inmates are issued tablets which come with some free things and other things which can be purchased. In the Securus price page it shows 3 tiers for movie subscriptions that are available for one month at a time I believe. However they are and have been charging $8.99 PER movie which is the top tier price for a month subscription. Numerous attempts to get them to address the issue have failed and as the inmates funds are deposited by family and friends I feel Securus is using false advertisement for one and 2 this presents unfairly to the friends and family providing funds for the inmate.
06/01/2023,Product Issues,UnansweredMore info,No number to call except automated AI. Emails sent regarding refund and account status have gone unanswered.  Two back to back calls collect charged but immediately disconnect.   Inmate funds have no status on delivery.   Extremely predatory practices as there is no competition.   Unfair under US Law.
06/01/2023,Product Issues,UnansweredMore info,"My husband purchased over ***** songs on the tablet which JPay provided services on that I, his wife, funded. Those songs were purchased at, roughly $1.99 and up. Some were purchased as individual songs, others of an whole album at roughly $15.35 and up. Since Securus Technologies has taken over as the provider of tablet services, over ******* of those songs are missing. My husband has filled several help tickets, and there reply is ""we're working hard to fix this problem"". It has been numerous months (more than 6) and it is time for Securus tech to refund the money paid for the songs that has not been loaded back on my husband's tablet. This is not a matter of the songs no longer being available for purchase, Securus has the ability to reload the songs and have not, so they should issue a refund for all missing songs.For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC. See contract when you click here ************************************************************************************************************************************************************************************************************************************"
06/01/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of **** songs on the tablet which JPay provided services on,  Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchases and some from albums) are missing.  Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"".  It has been several months and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on to the tablets.  This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has the ability to reload the songs and have not, so they should issue a refund.  For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/31/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of 980 songs on the tablet which JPAY provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, all of those songs (some which were individually purchased and some from albums are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus Tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/30/2023,Service or Repair Issues,UnansweredMore info,"My loved one purchased upwards of 600 songs and games on the tablet which JPay provided services on. Those were purchased at various prices, anywhere from $1.88 and up. Some songs were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over 600 of those songs/games (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs/games they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs/games he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/30/2023,Service or Repair Issues,UnansweredMore info,"My loved one purchased upwards of ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/30/2023,Product Issues,UnansweredMore info,"My husband purchased upwards of $200 of songs on his JPay tablet. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over 100 of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/30/2023,Product Issues,UnansweredMore info,"My husband, *********************************** y42355 has purchased thousands of songs and media contact on his tablet which JPAY provided services on. Since Securus has taken over as the provider, $450 worth of *************** are missing. My husband has placed 2 trouble tickets with the company which have not been resolved, the most recent ticket was closed the same day it was open. Trouble Ticket #CCI-02683751 opened on 3-1-23 closed on 5-4-23 Trouble Ticket #CCI-02792425 opened on 5-5-23 closed on 5-5-23 This is not a matter of the songs/albums and games no longer being available because they are all still available to be purchased on the new platform. Thus, Securus has the ability to reload the songs and have not, so they need to issue a refund. For clarification, this is service PAID for and provided to people who are incarcerated in ******* DOC."
05/30/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/30/2023,Product Issues,UnansweredMore info,"My Loved One has purchased many songs/apps  of his tablet which **** has provided services on. Since SECURUS TECHNOLOGIES has taken over as a provider...many of these are missing. Help tickets have been filed to no avail. It is now time for SECURUS TECHNOLOGIES to be accountable and restore or refund the monies paid.For clarification, this is a service PAID for and provided to our incarcerated Loved Ones in the ******* DOC."
05/30/2023,Product Issues,UnansweredMore info,"My loved one purchased many songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, several of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/26/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of ***** + songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". DO THE RIGHT THING.... D COMPANY"
05/26/2023,Service or Repair Issues,UnansweredMore info,"My loved one that is located in Holmes county correctional institution by the name of *********************** Q16806 purchased upwards of ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/26/2023,Service or Repair Issues,UnansweredMore info,"My loved one purchased upwards of ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/26/2023,Product Issues,UnansweredMore info,"My husband is incarated at ********** Correctional Institution, his tablet was taken away from him over two years ago. He has put in numerous tickets for his tablet to be returned to him and nothing has been done about it. When I his wife contacted Securus I was told to get with the Institution, and then I was bounced between the two. My husband whose name is *************************** DC#I09834 has well over 400 paid songs on his old tablet. There seems to be no urgency in getting his tablet back or even refunded him the monies that he paid to have media on his tablet."
05/26/2023,Service or Repair Issues,UnansweredMore info,"My loved one purchased 250+ songs (priced at $1.88 and up) but since Securus Tech took over they are missing.  He also purchased a number of games that are missing despite promises ""ALL media & content will be available"".The introductory email reads:  ""All the media and content you purchased and downloaded to your JP5 will be available for download at the Kiosk or OVER WI-FI to your new JP6S device.""  .  Several help tickets have been filed with the provider (Securus) which were either closed without resolution or he is told ""we are working on it"".  It has been more than 6 months and it is time for Securus to refund the money for products they are unable to reload to the tablets.  It is time for Securus tech to refund the monies paid for the songs and games they cannot seem to load back on the tablets.  For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC.  See contract at  ************************************************************************************************************************************************************************************************************************************"
05/26/2023,Service or Repair Issues,UnansweredMore info,My incarcerated son purchased music through JPay in his tablet.  Securus took over 6 months ago and he is missing over 300 songs that he paid for.  I have complained and usually get the answer  we are working on it.   Six months is long enough for Securus to refund the money or put the songs back in the tablet.  The songs are on the tablets so it is possible to do.
05/26/2023,Product Issues,UnansweredMore info,"My loved one who is incarcerated purchased a tablet from this company and has paid to send and receive mail that has been frozen since December 2022. Stamp purchases have been used, but emails arent being received by either party. I have made calls to Securus and they blame the facility who has no knowledge on how to correct the problem. I would like a complete refund to my loved ones account and also the equipment replaced. Some of his personal writings should have been kept during transfer to new tablet and seems to be misplaced or disappeared."
05/26/2023,Service or Repair Issues,UnansweredMore info,"My loved one has purchased upwards of **** songs from securus technologies tonite on the tablets and since securus technologies took over the contract he has approximately **** songs which he paid between **** and **** for, some were individual songs and some were full albums, that securus has failed to download onto his tablet. After filing numerous trouble tickets in the past 6 months and being told ""were working on it"" it is time that securus be made to take accountability for their non-actions and refund the money for the songs. These songs are songs that can be purchased and downloaded now so there is no reason the songs cannot be downloaded onto the tablets of the accounts that had already purchased them. It has been going on for too long now and a full refund must be demanded from securus technologies. These songs were a services paid for and not provided. We are talking about tablets and music belonging to incarcerated individuals."
05/26/2023,Product Issues,UnansweredMore info,"My loved one purchased songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over 15 of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/26/2023,Product Issues,UnansweredMore info,"My loved one purchased over ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. The majority were purchased as individual songs, and other songs were part of an entire album. Since Securus Technologies took over as the new provider of tablet services, my loved one ***** songs taken/removed with the switch-over to the new tablets.  No album was returned to him complete. One ""fix"" from the company did gain him a few additional songs, but he is still missing ***** songs. Well over $2,000.00 worth of music.He also had numerous games removed and replaced with inferior, children's games. Some games that were removed from his tablet and not replaced ARE available for purchase again, but were not switched over with change to Securus.  Several help tickets have been filed with the provider, and I have personally emailed several Securus representatives numerous times, and the reply is consistently ""we are working on it"". It has been more than 6 months and I believe it is time for Securus tech to refund the monies paid IN GOOD FAITH for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, some songs he is missing ARE available for purchase on the new platform! THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC. See the contract here:  *************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************"
05/26/2023,Service or Repair Issues,UnansweredMore info,"My loved one purchased upwards of ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC. See contract ***************************************************************************************************************************************************************************************************************"
05/26/2023,Product Issues,UnansweredMore info,"Securus is charging tax on the purchase of stamps (which, according to ******* ********* , they are not permitted to do).  Also, they are charging taxes on movie rentals (even though the tax is built into the price of the movie. (In other words, they are charging double tax)."
05/26/2023,Service or Repair Issues,UnansweredMore info,"My loved on is in the ** DOC and we have spent money on buying a new tablet and it was taken away and we want it sent to the family as I am the one that paid for it.  I have also paid for movies, games and data that has not been put on the new tablet.  The first tablet he got was non-functional and then would not hold a charge.  There are all of these delays with regard to having the tablet and then you don't even provide the data and some of them have expiration dates and they don't even get to use the technology during the times it has been removed, broken or inoperative.  This is no way to run a business, let alone a technology company.  You need to refund all of the money that we have spent on the tablet and all of the data and technology that we have paid for and that we have not had access to and that has not been put on the new tablet.  This is unacceptable."
05/26/2023,Service or Repair Issues,UnansweredMore info,"After a data shift several months ago, my husband has lost nearly ***** digital files of music, movies and games. It has taken Months for these to be found and customer ********************** an technical support are helpless.I send emails that are rejected without explanation and my money is GONE. Even return stamps are kept! This is thievery! It takes days to deliver emails. And often the emails are delivered via print out, but they never reach the inbox! Again - RETURN STAMPS also LOST! Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC. See contract when you click here.Their software platform/Application is non operational more often than it works."
05/26/2023,Product Issues,UnansweredMore info,"My loved one purchased over ***** songs on the tablet that was provided to ******* DOC incarcerated individuals through JPay. Those songs cost different prices, from $1.88 upwards, and were purchased as both individual songs and as entire albums. Since Securus Technologies took over as the provider of tablet services over 500 of those songs, more than half, are missing. My loved one has submitted several help tickets trying to reach a resolution only to be continuously told that they are working on fixing the issue. It has now been more than six months without a resolution. These songs are available for purchase at a higher price so the issue is not that they are no longer available in the music catalog. This would indicate that Securus Technologies has the ability to make the music available but are hoping to earn even more profits by forcing our loved ones to have to repurchase at a higher price. We are asking that the entire music catalog be made immediately available for download to those that have already purchased the songs and albums. A refund would be inadequate because we would still be out of pocket more money to replace them."
05/26/2023,Service or Repair Issues,UnansweredMore info,"My loved one purchased several hundred dollars worth of songs.  The individual prices varied and ranged from $1.88 and up.  Since Securus Technologies has taken over the contract for his tablet none of his songs have been recovered.  Despite submitting tickets he gets impersonal, automatic responses that say they are trying to fix things.  It has been almost a year and there is no resolution.   This music needs to be restored to him or he should be provided a full refund."
05/26/2023,Product Issues,UnansweredMore info,"My son (17 at the time of his arrest) purchased upwards of more than ***** songs on his tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Additionally, I purchased a tablet for him when he was initially incarcerated, for $150.00 (if my memory is correct) and when he was forced to hand it over, not only did he LOSE all of his media, but we were not refunded for the cost of the tablet itself. Where is it? It's technically our property, but it is nowhere to be found. I understand that sometimes things must change and we are open to the adjustment period, but losing all of his music in the process was a huge blow to him. As I'm sure you can understand, music is his tether to the world, it brings him peace, hope, all the things. It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. We would like the music fully transferred onto his new tablet, as was expected, OR a full refund for all music not carried over. My son is currently incarcerated in ******* Department of Corrections Facility for the next 9 years, so any small wins he can have would make a huge difference for us all. Thanking you in advance!******* - A very concerned Mother"
05/26/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund."
05/25/2023,Product Issues,UnansweredMore info,"My loved one purchased upwards of ***** songs on the tablet which JPay provided services on. Those songs were purchased at various prices, anywhere from $1.88 and up. Some were purchased as individual songs, and others as part of an entire album. Since Securus Technologies has taken over as the provider of tablet services, over ***** of those songs (some from individual purchase and some from albums) are missing. Several help tickets have been filed with the provider, and the reply is consistently ""we are working on it"". It has been several months (more than 6) and now I believe it is time for Securus tech to refund the monies paid for the songs they cannot seem to load back on the tablets. This is not a matter of the songs no longer being available for purchase on the new platform, the songs he is missing ARE available for purchase on the new platform, THUS, Securus has ability to reload the songs and have not, so they should issue a refund. For clarification, this is a service PAID for and provided to people incarcerated in ******* DOC."
05/24/2023,Product Issues,UnansweredMore info,"** inmate *************************** ****** buys music, rents movies and uses the phone service of Securus Technologies in ************. They have 30 days to watch a movie on their tablet. He rented 3 movies from them. When he tried to watch the 3rd movie ET it wouldnt let him watch it. I have attempted to contact Securus several times to ask why and all I can get when I call is an automated service that doesnt give me an option to speak with a person and the options they provide is of no help. I also sent them messages that they have not responded to. He is almost out of time to watch the movie. If he isnt going to able to watch the movie he just wants his money refunded. He also said the prices are ridiculously high and that they ********** too high fees. He says something needs to be done about them taking advantage of the inmates. Sincerely ******"
05/18/2023,Billing Issues,UnansweredMore info,"Families are going broke attempting to support our loved ones and Securus continually adds ridiculous fees, taxes, and fine print to avoid any possibility of accepting accountability.Our LOs have been robbed of previously purchased item, photos, etc (on their tablets) with out reimbursement. Securus and the DoC forced our LOs to sign documents freeing Securus from any/all responsibility. If they refused, they were denied a tablet.Where is the transparency, checks & balances?  I pay taxes on the money I earn, I pay additional taxes to transfer funds to my loved one. Then, my loved one is not only required to pay an additional tax, they add on a $2.00 transfer fee for a $2.99 purchaser, plus tax. (This is only one example). I cannot provide supporting documents as my LO was denied copies of his own purchases. I would like to see a list of potential purchases with all of the taxes and fees included. It will be helpful with a lawsuit."
